날짜,제목,글쓴이,조회,공감,비공감
2021.01.21 14:29,beat님께 답글.,hian****,363,2,1
2021.01.21 15:14,글자만 알고...,hian****,160,1,0
2021.01.21 14:09,신주,ogs3****,1041,2,5
2021.01.21 14:01,공매도 3월 재개반대 및 공매도 폐지 국민청원입니다,meri****,213,1,0
2021.01.21 13:55,신주풀리기전까진,mala****,443,2,0
2021.01.21 13:53,"콧피:개관,순매수 전환!!!",hian****,240,1,1
2021.01.21 14:03,"OOO들,깔짝대고 있네요.",hian****,156,1,0
2021.01.21 13:47,희망~~,scan****,248,0,2
2021.01.21 13:40,유상청약 환불입금(주린이..),a900****,821,2,1
2021.01.21 13:55,[삭제된 게시물의 답글]가끔 제정신이 드나?,hian****,155,1,0
2021.01.21 14:05,[삭제된 게시물의 답글]유상정자 초과청약배정주식수,cm27****,128,1,0
2021.01.21 13:18,전기차시대 최대수혜,vvip****,349,2,1
2021.01.21 12:38,오늘 일 끝!!!,hian****,542,5,1
2021.01.21 12:34,오늘보합으로,c24n****,261,4,1
2021.01.21 12:28,포스코케미칼,ador****,378,4,2
2021.01.21 12:00,"콧피:개관,순매도 팍 줄임.",hian****,615,6,0
2021.01.21 12:00,바이든 성님,opic****,238,4,0
2021.01.21 11:57,안녕하세요 청약 질문드립니다,gusd****,509,0,0
2021.01.21 12:37,안녕하세요 청약 질문드립니다,dkdu****,103,0,0
2021.01.21 11:45,유상할때 초과청약2주 신청했는데,dold****,655,0,0
2021.01.21 12:14,유상할때 초과청약2주 신청했는데,cm27****,148,0,0
2021.01.21 11:43,초가 청약 7주 신청,cm27****,291,1,0
2021.01.21 11:37,키움증권 출고금 아시는 형님 있습니까?,ling****,192,0,0
2021.01.21 11:37,초과청약 성공!!,kore****,747,1,0
2021.01.21 11:34,콧피:개관놈들 오늘도...,hian****,219,1,0
2021.01.21 11:33,오늘 허매도는 1320주...,2dgk****,654,8,1
2021.01.21 11:30,초과 청약 될 거라더니,unab****,261,0,1
2021.01.21 11:17,형이 말했다 이번달 20간다고,ange****,218,5,1
2021.01.21 11:07,염*환이가,007s****,763,4,1
2021.01.21 11:04,유상청약 언제들어와요?,nght****,552,1,0
2021.01.21 11:02,유상증자,wnsg****,230,0,6
2021.01.21 11:01,영웅문 환불 금액,juha****,425,1,0
2021.01.21 10:56,"주린이>도와주세요. 유상청약 기간 끝났고, 안했는데 어떻게 되나요?",sunr****,463,0,1
2021.01.21 12:00,"주린이>도와주세요. 유상청약 기간 끝났고, 안했는데 어떻게 되나요?",cm27****,88,0,0
2021.01.21 10:38,동학 개미 운동으로~~,sunn****,186,2,2
2021.01.21 10:36,134500에 일부 팔고,liia****,234,1,5
2021.01.21 10:16,한국투자증권 유증청약 환급금 들어오셨나요?,drac****,629,2,0
2021.01.21 10:13,5000원에 팔고 갈께요,mybi****,217,1,0
2021.01.21 10:00,콧피:개관 오늘...,hian****,454,6,0
2021.01.21 09:53,이거 어제뜬건데 기사보셨나요?,alph****,701,9,0
2021.01.21 09:39,님들아 이기사사실이면 대박아닌가요?,alph****,150,0,0
2021.01.21 09:31,천천히 가자,c24n****,298,10,0
2021.01.21 09:25,포케로 단타,fram****,339,7,1
2021.01.21 09:15,고고,mom2****,246,3,1
2021.01.21 09:13,하이증권,lamb****,325,2,0
2021.01.21 09:07,어제 말했지 ㅋㅋㅋㅋ 여긴 끝이라니까,diqk****,1141,2,11
2021.01.21 09:00,최우선가에 걸어?는데..,must****,249,1,0
2021.01.21 08:51,물량좀 줘봐 -ㅇ-,must****,206,1,0
2021.01.21 08:47,얼마나갈까요?,ase_****,1026,0,0
2021.01.21 08:16,청약환급금,dlss****,1232,0,1
2021.01.21 08:14,오늘14만 찍을것같은뎅,zamj****,685,10,1
2021.01.21 07:59,"[속보] 바이든, 트럼프 탈퇴한 파리기후협약 · 세계보건기구 복귀 서명",2dgk****,962,23,0
2021.01.21 07:57,이놈 살랬는데,unic****,525,0,1
2021.01.21 07:18,당직사관이다.전체기상!완전군장 연병장집합!,acec****,781,28,4
2021.01.21 06:05,신주인수권,scan****,760,0,1
2021.01.21 03:12,포케 진입 하시려는 분들에게 드리는 현실적 조언,bbac****,1560,49,2
2021.01.21 06:58,포케 진입 하시려는 분들에게 드리는 현실적 조언,kdi1****,223,0,0
2021.01.21 01:26,"현지점 매수어떤가용,.",keel****,1231,1,3
2021.01.21 00:54,"공매도폐지 국민청원 꼭 동참해 주세요! (현재 160,000명 동의!)",allu****,190,0,0
2021.01.20 23:32,종가상 최고가,frag****,341,1,1
2021.01.20 23:22,포케는,ktgv****,201,1,1
2021.01.20 22:31,주린이라 죄송한데,youj****,1285,0,1
2021.01.20 22:28,한번 불기둥 나올때 된듯한데..,ave1****,1149,2,0
2021.01.20 21:24,"삼성화재, s-oil 재낍시다.",hss3****,365,7,0
2021.01.20 21:22,초과 청약배정,gnlf****,1044,0,0
2021.01.20 21:08,70만가는 그날까지,jhj0****,832,8,0
2021.01.20 20:49,[공지] 포케 총사령관이다.,3min****,2022,85,1
2021.01.20 21:22,포케!근무중 이상무!당직사관입니다!,acec****,697,25,1
2021.01.20 20:24,문뜩 오늘 골드만삭스...,acec****,692,6,1
2021.01.20 20:15,고고,mom2****,271,4,1
2021.01.20 19:58,아 단일가보합에걸어?는데,must****,463,0,0
2021.01.20 19:49,공매도 금지 연장 가능성..,2dgk****,908,29,2
2021.01.20 19:42,올 겨울이면 20만,dgki****,789,14,0
2021.01.20 18:35,질문 올립니다,kym2****,1480,0,6
2021.01.20 18:06,주린이입니다 좀알려주세요~,wogn****,2203,2,0
2021.01.20 17:59,포케총사령관님 금일은 꼭 당직근무하셔야하는날입니다!,acec****,996,29,0
2021.01.20 17:51,양반님들...,cark****,540,10,1
2021.01.20 17:14,오늘아침,hyun****,562,15,0
2021.01.20 17:13,공매 폐지 국민청원 동참16만명 돌파(주식 시장 지키고 돈벌자),bomd****,328,12,1
2021.01.20 17:12,초과청약이 들어온지 어떻게 알아요?,rogy****,1278,3,0
2021.01.20 16:45,혹시 유상청약 궁금한데,ba01****,782,0,0
2021.01.20 16:20,작년 8월에 포케를 들고 있었을때는..,auto****,872,26,3
2021.01.20 16:17,정말~~~,woon****,329,6,0
2021.01.20 15:58,경북신문,dssm****,456,4,0
2021.01.20 15:51,골드만이 많이 샀네,kmja****,742,9,0
2021.01.20 15:49,콧피:역시나 개미들은...,hian****,863,19,4
2021.01.20 15:48,역시 근본종목인가...,dlwo****,673,5,0
2021.01.20 15:47,저 300주 가지고 있는데,ba01****,731,6,0
2021.01.20 15:42,선배님들 오늘도 수고 하셨습니다.,55un****,243,8,0
2021.01.20 15:35,금일 매동 (날비인지 박쥐인지는 보지말고 너 쳐보라고 올리는거 아니니께),yaho****,813,24,4
2021.01.20 15:15,12만 초반 조정 나오면 사려고 하는데,ttl0****,537,2,9
2021.01.20 15:05,100만 가는거야?,ruin****,383,4,0
2021.01.20 15:03,3년만,lgch****,381,4,0
2021.01.20 14:40,진짜 든든하게 올라가네요.,55un****,759,12,1
2021.01.20 14:37,신한이 똥줄이 탔군요..,2dgk****,1475,52,0
2021.01.20 14:27,콧피:이제부터...,hian****,477,6,1
2021.01.20 13:55,콧피 개관:당장 곶감 달다고...,hian****,483,9,0
2021.01.20 13:13,궁금해요ㅠㅠ ,suji****,1365,2,5
2021.01.20 13:10,욕심없다- 20만원에서 정리함,muji****,448,4,0
2021.01.20 12:50,하이닉스랑 어깨동무중,lbh9****,476,2,1
2021.01.20 12:25,"실권주 2,500주 신청했더니 2주 배정......ㅠㅠㅠㅠ",taxs****,1320,4,1
2021.01.20 12:10,고고,mom2****,293,4,1
2021.01.20 12:02,인류의 마지막 희망은 오직 피라맥스뿐,jh01****,361,2,5
2021.01.20 11:59,유상증자관련 문의,dlss****,792,0,3
2021.01.20 11:54,오빠믿고 매수한애들 축하한다,jh01****,661,3,12
2021.01.20 11:42,흐름 좋으네요..,2dgk****,1264,40,1
2021.01.20 11:41,역시 내가 팔면 오르는구나.,tobe****,247,3,0
2021.01.20 11:11,콧피:개미들 오늘 뿔났군요.,hian****,408,5,3
2021.01.20 11:09,문안인사 드립니다 선배님들,55un****,277,3,0
2021.01.20 11:02,사견인데,007s****,670,11,0
2021.01.20 10:49,포스코 케미칼은 더이상 나올 호재도 없고,diqk****,796,1,8
2021.01.20 10:08,골드만 형님들 어제부터 매집중,ysp0****,512,3,0
2021.01.20 09:58,콧피:아침기대와 달리...,hian****,426,6,0
2021.01.20 09:57,괜히 청약 신청했다가..,mnin****,716,3,0
2021.01.20 09:43,유상증자한거 보호예수 걸리나요?,hkh2****,287,1,3
2021.01.20 09:40,형님들,wjdt****,160,0,0
2021.01.20 09:37,내일 얼마나 오르려고 팍팍 안오르냐?,op3r****,636,2,2
2021.01.20 09:31,고고,mom2****,140,2,1
2021.01.20 09:28,주당순익 500원짜리 포스코 하청업체,gocr****,420,0,6
2021.01.20 09:23,한달후,mom2****,286,8,1
2021.01.20 09:19,고고,mom2****,137,3,1
2021.01.20 09:06,고고,mom2****,161,3,1
2021.01.20 08:57,현대 기아차 때문에,saer****,364,4,0
2021.01.20 08:35,아~아~기상!당직사관이다 금일 아침점호를 실시하겠다!,acec****,609,27,0
2021.01.20 07:54,[삭제된 게시물의 답글][삭제된 게시물의 답글](참고)피에몬트:리튬채굴업체.,hian****,187,6,0
2021.01.20 06:05,"단독]당정, ‘공매도 금지’ 3개월 연장 검토",hian****,480,4,1
2021.01.20 06:08,공매도 관련 개인생각.(1월6일 글),hian****,237,4,0
2021.01.20 06:20,오늘 지수가 다시...,hian****,269,2,0
2021.01.20 00:33,공매도 금지 청원,kwak****,177,2,1
2021.01.20 00:19,포케사령관님 취침 점호 기다리느라 연등 중인데,hjlo****,289,10,1
2021.01.19 23:02,2020년도 전기차 시장 분석/2021년도 전기차시장 예상,park****,391,1,1
2021.01.19 22:12,공매도 연장에 아무 말 없는 한국당 의원들 니들도 도와라!,youn****,484,16,12
2021.01.19 21:28,포케 총사령관님 점호글이나 보고 일과 끝내려는데...,acec****,721,16,2
2021.01.19 21:14,호재입니다. 내일도 상승장 일거 같네요,sama****,1166,4,4
2021.01.19 21:04,"""올해 美서 배터리 경쟁 치열""…'국내 3사' 유리",acec****,746,11,1
2021.01.19 20:42,도대체 왜자꾸,5519****,714,18,1
2021.01.19 19:37,"쉐보레 콜벳, 이제 전기 SUV 버전도 나온다?",acec****,551,10,1
2021.01.19 19:28,내일 13만원만 지지한다면 답은 뻔하네요,jh01****,2424,27,14
2021.01.19 19:46,내일 13만원만 지지한다면 답은 뻔하네요,c24n****,358,2,1
2021.01.20 07:29,내일 13만원만 지지한다면 답은 뻔하네요,ston****,52,0,0
2021.01.20 06:03,내일 13만원 지지될 리 없으니...,hian****,70,0,0
2021.01.19 20:36,내일 13만원만 지지한다면 답은 뻔하네요,2dgk****,752,19,0
2021.01.19 19:28,"[시그널] 포스코케미칼 유상증자 일반청약 경쟁률 '1,316대 1'···2조원 쏟아져",acec****,1089,6,1
2021.01.19 18:28,실권주 경쟁율 얼마???,lupi****,1419,1,7
2021.01.19 18:10,청약 ㅠㅠ,xody****,1745,0,3
2021.01.19 17:40,포케 공장,kiss****,1403,3,13
2021.01.19 17:40,실권주 기한?,star****,904,0,2
2021.01.19 17:39,오늘 아쉽지만...,java****,425,7,0
2021.01.19 21:13,[삭제된 게시물의 답글]무슨생각으로 통합경쟁률이 1400이야,kcty****,95,1,0
2021.01.19 16:26,13층에 타서 평단 12.8 본전입니다,play****,1446,0,1
2021.01.19 16:26,실권주 공모관련하여 400주 청약하엿는데,dlwk****,1519,1,3
2021.01.19 16:19,와 공모주 경쟁률,saer****,1275,2,0
2021.01.19 15:48,선배님들 오늘도 수고하셨습니다.,55un****,604,14,1
2021.01.19 15:45,포케 오늘 익절,wnsg****,1502,7,6
2021.01.19 15:41,금일 매동,yaho****,1186,31,0
2021.01.19 15:40,천천히 꾸준히 사세요,rlgn****,1535,36,1
2021.01.19 17:48,[삭제된 게시물의 답글]수고했다,acec****,162,5,1
2021.01.19 15:09,유상증자 산거 언제 주식으로 돌아오나요??,08ka****,1843,1,0
2021.01.19 14:37,[삭제된 게시물의 답글]안녕하세요 13층 주민인데요,uj20****,266,5,0
2021.01.19 18:02,[삭제된 게시물의 답글]안녕하세요 13층 주민인데요,ninj****,85,2,0
2021.01.19 13:18,행님들 저 신규진입할꼰데여,leeh****,1064,1,4
2021.01.19 13:06,납입도 끝났고 올리는 일만 남았다,lchs****,468,4,0
2021.01.19 13:03,어제 13층 동포개미들,twis****,473,7,0
2021.01.19 12:56,유상증자,psta****,1631,0,1
2021.01.19 12:51,오빠믿고 쫄지마라,jh01****,672,3,1
2021.01.19 12:11,와... 어제 더 살껄...,55un****,525,8,1
2021.01.19 11:38,한투에서 청약 300주넣었는데,yezi****,1820,0,1
2021.01.19 11:13,유상청약?,l525****,1822,3,3
2021.01.19 10:45,영어 뉴스,dssm****,812,19,0
2021.01.19 10:10,[삭제된 게시물의 답글]ㅋㅋㅋ...엘앤이 판지 오래 됐단다..,2dgk****,605,4,0
2021.01.19 09:32,골드만은 어제도 사만여주를 매수...,2dgk****,1273,20,0
2021.01.19 09:32,하락하락하락 가즈아 7만원까지 하락가즈아,lhw8****,377,0,6
2021.01.19 09:32,선배님들 좋은 아침입니다.,55un****,213,5,0
2021.01.19 09:22,일단 어제 일천주 추매 성공...,2dgk****,1088,20,2
2021.01.19 09:22,★ 골드만삭스가 들어왔다,liia****,283,6,0
2021.01.19 09:22,증권사들 줄줄이 목표가 상향^^,qkrg****,301,9,0
2021.01.19 09:20,오늘 같은 날 드는 생각,hjlo****,190,3,0
2021.01.19 09:10,내말 맞지 뚝배기 깨진다고...하이바 쓰고ㅠ다녀,moku****,292,0,7
2021.01.19 09:02,오전에 찔끔 오른다고 따라가면 오후에 박살난다 ㅋㅋㅋ,moku****,405,2,3
2021.01.19 08:36,(장투주린tip)오늘은...,hian****,608,14,0
2021.01.19 08:25,8만원,namm****,400,0,5
2021.01.19 08:24,주린입니다,hyun****,619,0,0
2021.01.19 07:25,유증 환급일이 언제에요?,lee0****,1055,0,0
2021.01.19 05:00,131000,psys****,716,1,0
2021.01.19 03:32,포스코 기생충 하청 주제에. Kt주가보다,gocr****,539,1,12
2021.01.19 00:31,팩트체크,acec****,684,14,1
2021.01.18 23:48,요즘 차량용 반도체가 부족하다고 난리입니다.,acec****,704,16,1
2021.01.18 23:43,내일은 얼마나 똘어질까요 주식 개망이네요,moku****,931,1,5
2021.01.18 23:21,지금까지 포케 일별시세 호가 한번만 봐보세요,acec****,437,5,2
2021.01.18 22:50,포케가 내일 당장 망할일은 없습니다.,acec****,378,8,2
2021.01.18 22:46,증설계획,jins****,426,0,0
2021.01.18 22:29,실질적인 기술은 없고,mong****,961,4,13
2021.01.18 21:49,켐텍 사고 싶은데,jsy1****,488,0,4
2021.01.18 21:38,주담 간단 통화..,2dgk****,1764,60,3
2021.01.18 20:21,[공지] 포케 총사령관이다.,3min****,1897,80,3
2021.01.18 20:02,"적정가격 152,000 원",hss3****,854,16,1
2021.01.18 19:20,(장투주린tip)Chapter2~!,hian****,1118,23,3
2021.01.18 18:22,주가는 뒷걸음 쳤지만 포케는 계속 앞으로 내딛는다.,auto****,1287,30,0
2021.01.18 18:13,1억,stor****,1733,10,0
2021.01.18 21:37,1억,ks37****,99,1,0
2021.01.18 17:09,올해 15만가겠지,v2_w****,1351,5,1
2021.01.18 17:16,[삭제된 게시물의 답글]조만간 지하13층 되니...,hian****,470,7,3
2021.01.18 16:08,선배님들 수고 하셨습니다.,55un****,491,7,0
2021.01.18 16:05,Per정상화 까지 관망,unic****,656,0,5
2021.01.18 15:53,유증관련문의,9nak****,1449,1,1
2021.01.18 15:47,nalb가 자신 있으면 집 팔고 사라고 해서...,2dgk****,1694,31,3
2021.01.18 15:42,유증이면,dsim****,1500,1,7
2021.01.18 15:36,금일 매동,yaho****,1313,21,0
2021.01.18 15:35,누가그리 팔았나했더니,tupe****,582,7,0
2021.01.18 15:35,뭣이 중헌디?,hian****,386,3,0
2021.01.18 15:22,유증가 실화냐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅋㅌㅌㅌ,moku****,738,0,3
2021.01.18 15:18,기금넘들이,var0****,387,4,0
2021.01.18 15:07,포스코케미칼,bigh****,1088,5,3
2021.01.18 14:56,선배님들,55un****,1009,2,2
2021.01.18 15:03,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ,moku****,208,0,1
2021.01.18 14:48,미수거래에 대해서,rnrt****,815,0,0
2021.01.18 14:47,유상참여했는데요(150주 신청했거든요ㅡ일반주주청약요),skyz****,1344,0,1
2021.01.18 14:45,조정장 저점매수,twis****,378,3,0
2021.01.18 14:42,으따 막판 쭉쭉올려주네 ㅋㅋㅋ,ckdg****,697,2,2
2021.01.18 14:33,재용이 행님 구속이래요;;;,55un****,383,1,1
2021.01.18 14:28,슬슬 달립니다잉,ckdg****,258,2,1
2021.01.18 14:24,추매~~,ave1****,228,0,0
2021.01.18 14:16,조정장이라 어쩔 수 없는거 같아요,55un****,487,3,0
2021.01.18 14:12,"거래량 없이  하락은,,,",hss3****,945,1,4
2021.01.18 14:11,이제 관종좀 넣어야지,unic****,214,0,1
2021.01.18 14:11,옮겨탈데도없음,tupe****,192,1,0
2021.01.18 14:09,오오미 ㅠ,ckdg****,153,0,0
2021.01.18 21:19,[삭제된 게시물의 답글]122000 매수각 보고있는데..,woon****,47,1,0
2021.01.18 14:03,종가 131000,ckdg****,185,1,2
2021.01.18 14:01,[삭제된 게시물의 답글]주주님들 잠깐 하시던거 멈추시고 저 따라 하실께요.,ninj****,100,2,1
2021.01.18 13:52,"129,000원에 드가서............. 힘드네...........",op3r****,519,3,0
2021.01.18 13:45,아니 왜 다들 던지고 나가는거지?,ses2****,654,1,2
2021.01.18 13:44,최고점에서물린,twis****,296,1,0
2021.01.18 13:36,지금 누가봐도 바겐세일아니냐??,ckdg****,342,0,3
2021.01.18 13:32,포스코케미칼이 하락하면,55un****,628,6,3
2021.01.18 13:28,98000  쫘아악,unic****,176,0,1
2021.01.18 13:28,현재 코스피 코스탁 개인 투매유도중,kbsh****,218,1,0
2021.01.18 13:25,포케 약속의 2시,ckdg****,221,1,0
2021.01.18 13:21,[삭제된 게시물의 답글]외인 개관 매도.,ever****,292,1,0
2021.01.18 13:08,공매도 3월 재개반대 및 공매도 폐지 국민청원입니다,meri****,189,1,0
2021.01.18 13:05,증자 언제함?,swmm****,207,0,0
2021.01.18 13:05,주주들,lbtj****,192,1,2
2021.01.18 13:04,"너무 많이 떨구는대,,,",mala****,215,1,1
2021.01.18 13:02,추매 얼마쯤에 들어갈까요?,luvi****,226,2,0
2021.01.18 12:41,찬티들.. 주린이들.. 설치는거보니..,ave1****,396,2,1
2021.01.18 12:39,짜증나는 신한투자 양야치 들,kbsh****,225,0,0
2021.01.18 12:35,유증가 실화냐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅋㅌㅌㅌ,moku****,911,0,3
2021.01.18 12:41,유증가 실화냐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅋㅌㅌㅌ,kcty****,264,2,0
2021.01.18 12:34,접어야할 애들 많이 보이네,ch42****,234,2,0
2021.01.18 12:26,유증참여률 100% 나이스,jwin****,367,2,0
2021.01.18 12:26,포스코케미칼 얼마까지 보십니까?,cool****,365,1,0
2021.01.18 12:20,종가 131000,ckdg****,245,2,2
2021.01.18 12:18,ㅋㅋ 말도안되는 고평가 ㅋㅋ,siyo****,423,0,6
2021.01.18 12:44,ㅋㅋ 말도안되는 고평가 ㅋㅋ,kcty****,120,3,0
2021.01.18 12:15,2.3일 유증 질문이요,jiny****,935,2,1
2021.01.18 12:14,종가 보합,ckdg****,191,0,1
2021.01.18 12:16,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ,moku****,125,0,0
2021.01.18 11:55,초과청약 신청하였는데 키움증권 유상증자 권리내역에 모두 환불이라 잡히네요?,bbac****,442,0,2
2021.01.18 11:38,포케의 미래가치만 보고 간다,bjop****,296,2,1
2021.01.18 11:34,부채비율 46% 로 개선,mou2****,280,2,1
2021.01.18 11:31,유상증자75000원,js_0****,822,4,3
2021.01.18 11:18,주주여러분,lbtj****,288,2,1
2021.01.18 11:16,아래 글 작성한 사람 인데 전 좋게 보는 투자자입니다 ,boyo****,557,3,3
2021.01.18 11:11,역시 per이 높긴하니,unic****,362,1,2
2021.01.18 10:45,근데 물론 유증가 대비 높긴한데,boyo****,852,2,4
2021.01.18 10:42,포게주가,cree****,303,2,1
2021.01.18 10:31,77300원짜리 유상증자가 풀리는데...지금 사는건...무리인가요?,tmd1****,1921,2,2
2021.01.18 09:14,신용잔고율 0.46% 하회..,2dgk****,1312,13,1
2021.01.18 10:12,nalb...엄동설한에...,hian****,230,4,0
2021.01.18 08:43,[삭제된 게시물의 답글]진심 답변 부탁 드립니다,ljs2****,560,3,0
2021.01.18 08:21,(주린이tip)공매도 방어법!,hian****,598,9,0
2021.01.18 10:14,1주도없는 nalb네놈은...,hian****,90,0,0
2021.01.18 06:14,"매출이 1,1조인데 원가가 1조",aksn****,1547,1,18
2021.01.18 01:44,전고체 배터리에서의 리튬의 중요성,pkkp****,558,9,2
2021.01.18 01:31,이수화학 - 전기차 전고체배터리-아직 폭등 안함...,komi****,688,2,2
2021.01.18 01:09,차트 너무이뻐요 ,blue****,312,0,0
2021.01.17 23:57,1월 내내,fpso****,243,2,0
2021.01.17 23:40,현대차증권..이차전지섹터 리포트..,2dgk****,1019,25,3
2021.01.17 23:05,공매 폐지 국민청원 동참14만명 돌파(주식 시장 지키고 돈벌자),bomd****,190,5,0
2021.01.17 19:40,주린이입니다.,menu****,1215,0,4
2021.01.17 19:26,바이든 취임...20일...,2dgk****,1248,31,2
2021.01.17 18:18,누가 설명좀 부턱드려요,gyrw****,1866,1,23
2021.01.17 21:02,누가 설명좀 부턱드려요,kcty****,229,2,1
2021.01.17 17:01,기사 중 일부..실리콘음극재..,2dgk****,1761,47,1
2021.01.17 14:11,"순익128억에 시총 7,8조",aksn****,1352,1,7
2021.01.17 11:55,공매도청원부탁드립니다,eekz****,325,11,0
2021.01.17 10:31,"펌:""은성수 특검""청원.",hian****,337,6,1
2021.01.17 10:21,"(장투주린tip)다소 길지만, 必讀 !!!",hian****,1164,23,2
2021.01.17 09:23,",유상청약 되고 돈도 가져갓는데 주식수는 왜 안불어나는지 궁금 ^^",jsm9****,1605,0,8
2021.01.17 21:13,",유상청약 되고 돈도 가져갓는데 주식수는 왜 안불어나는지 궁금 ^^",kcty****,138,1,0
2021.01.17 06:49,대한민국 청와대 국민청원 및 제안,blue****,317,9,1
2021.01.16 23:57,공매도 금지 청원,kwak****,451,21,3
2021.01.16 23:28,주식으로 3년 모은돈 날린 30대 직장인,boy9****,1056,2,12
2021.01.16 21:33,실적 발표 언제하나요?,blaz****,1524,0,3
2021.01.16 21:31,[삭제된 게시물의 답글]소설쓰냐?,phi2****,256,2,1
2021.01.16 20:51,아빠·엄마찬스(조국·정경심) : 익히 아는 바와 같음!  '日로韓불(日帝시대) vs 蚊로他불(蚊靑시대)'? 누가 누가 잘하나?,ekfc****,443,16,23
2021.01.16 20:28,"제일약품(271980),포스코케미칼(003670),코메론 - YouTube",2jg9****,582,0,2
2021.01.16 20:26,다 알고 계시겠지만...(장투자만 해당),youn****,652,0,1
2021.01.16 18:56,포케 외에도 본인이 보유한 주식이 올라가길 바란다면..,sqau****,547,10,0
2021.01.16 18:14,5년전 전기차의 고성장을 예언한 박현주 회장,sqau****,652,9,4
2021.01.16 17:07,주식관련 뉴스정보나 어플은,wlsr****,349,0,2
2021.01.16 16:31,이정도면 탄탄하네,dgki****,537,8,3
2021.01.16 16:29,유상증자청약에 대한 질문입니다?,lung****,1417,0,4
2021.01.16 16:00,초과수량 정리,cych****,1608,14,2
2021.01.16 15:06,나의 오판.,java****,1569,21,3
2021.01.16 14:40,Per  이건 뭐지  ,unic****,737,2,6
2021.01.16 18:19,미래에셋대우 박현주 회장의 말,sqau****,238,1,1
2021.01.16 11:56,"공매도폐지 국민청원 꼭 동참해 주세요! (현재 130,000명 넘었어요!)",allu****,452,14,2
2021.01.16 11:16,'중국인들이 CATL 배터리 탑재한 테슬라 거부하는 이유',acec****,585,2,3
2021.01.16 10:59,"쥐저스와 12마리 제자들이 에급에 구걸방문 했지,",sdmk****,393,0,6
2021.01.16 10:24,쥐저스와 12마리 제자들은 다들 까막눈 문맹인,sdmk****,311,0,3
2021.01.16 11:47,이스라옐 건국신화 샤머니즘 우상신 픽션 믿고,kcty****,213,1,0
2021.01.16 09:50,포스코 시가총액 고평가에 대해서요,sigm****,1707,2,12
2021.01.16 09:34,실권주 청약하려고 합니다.,park****,1465,0,3
2021.01.16 09:26,망했어요,skyk****,1377,0,8
2021.01.16 08:02,"앨앤에프,,,,,",jsle****,861,3,1
2021.01.16 08:59,[삭제된 게시물의 답글]증자 받은 투자자들은 대박,kcty****,315,0,0
2021.01.16 21:45,[삭제된 게시물의 답글]별 거지같은 ㅇㅇ,phi2****,111,1,0
2021.01.16 10:30,[삭제된 게시물의 답글](장투주린tip)순환장세 추종말아라.,hian****,325,9,2
2021.01.16 02:15,초과 청약한 사람들 받는건가요 안받는건가요?,bbac****,1145,0,1
2021.01.16 00:31,하이라이트,king****,447,0,1
2021.01.15 23:48,다 띄워노코 개미 꼬시네~~!!!!!!!!!!!!!!,roll****,642,5,5
2021.01.15 23:32,"(LG화학,삼성SDI,SK이노베이션)배터리 협력업체 정리",1023****,666,0,0
2021.01.15 23:28,2.3일 이후들어가려구 하는데..,hell****,1259,2,6
2021.01.15 23:14,포스코케미칼 유상증자로 1조2735억 마련…배터리 소재 집중 투자 더팩트 2021-01-15 14:21:00,loo5****,538,1,0
2021.01.15 22:56,조심구간,lshj****,979,2,6
2021.01.15 22:43,이건,isor****,333,1,2
2021.01.16 09:08,[삭제된 게시물의 답글]주주님들 잠깐 하시던거 멈추시고 저 따라 하실께요.,kcty****,89,1,0
2021.01.15 20:42,초과청약배정비율 0.2에서 0.2365,dong****,837,0,1
2021.01.15 20:32,[공지] 포케 총사령관이다.,3min****,2033,75,2
2021.01.15 19:17,그때 사둘걸..,kimb****,937,6,2
2021.01.15 19:02,기관이 계~쏙 사모으는 중인데,alfa****,1633,11,1
2021.01.15 19:00,인베 메인기사 제목 포케,tupe****,485,2,0
2021.01.15 18:34,기관은,cdon****,339,0,0
2021.01.15 17:50,다 알고 있겠지만~~~(장투자만 해당),youn****,805,12,0
2021.01.15 17:39,주식을 오래한건 아닌데,vemp****,680,2,1
2021.01.15 19:09,[삭제된 게시물의 답글]주식을 좀 더 해 보면...,2dgk****,507,10,0
2021.01.15 17:16,어제 50주 샀는데 ,2009****,1659,1,4
2021.01.15 17:09,장투가 답입니다..,ljk4****,411,1,0
2021.01.15 17:07,신주인수권폐지출고?,seon****,925,0,0
2021.01.15 17:40,신주인수권폐지출고?,seon****,293,0,0
2021.01.15 17:02,신주 언제 들어와요??,ling****,834,0,0
2021.01.15 16:05,초과청약 배분,jung****,1260,0,1
2021.01.15 15:53,외인이 하도 팔아대니,tupe****,488,0,0
2021.01.15 15:52,유증 예약했는데 미래에셋은 돈 언제 빠져나가요?,quer****,1214,1,5
2021.01.15 15:42,기관의 적극적인 매수 이유,seot****,1381,2,0
2021.01.15 15:46,개인적 생각이지만...,hian****,1109,18,2
2021.01.15 16:00,기관의 적극적인 매수 이유,fpso****,370,0,0
2021.01.15 15:46,기관의 적극적인 매수 이유,woon****,471,1,0
